,radiant_P1_different_H_7day_ago,radiant_P1_winrate_7day_ago,radiant_P1_kills_7day_ago,radiant_P1_deaths_7day_ago,radiant_P1_assists_7day_ago,radiant_P1_eloShift_7day_ago,radiant_P1_gpm_7day_ago,radiant_P1_xpm_7day_ago,radiant_P1_kda_7day_ago,radiant_P1_lastHits_7day_ago,radiant_P1_denies_7day_ago,radiant_P2_different_H_7day_ago,radiant_P2_winrate_7day_ago,radiant_P2_kills_7day_ago,radiant_P2_deaths_7day_ago,radiant_P2_assists_7day_ago,radiant_P2_eloShift_7day_ago,radiant_P2_gpm_7day_ago,radiant_P2_xpm_7day_ago,radiant_P2_kda_7day_ago,radiant_P2_lastHits_7day_ago,radiant_P2_denies_7day_ago,radiant_P3_different_H_7day_ago,radiant_P3_winrate_7day_ago,radiant_P3_kills_7day_ago,radiant_P3_deaths_7day_ago,radiant_P3_assists_7day_ago,radiant_P3_eloShift_7day_ago,radiant_P3_gpm_7day_ago,radiant_P3_xpm_7day_ago,radiant_P3_kda_7day_ago,radiant_P3_lastHits_7day_ago,radiant_P3_denies_7day_ago,radiant_P4_different_H_7day_ago,radiant_P4_winrate_7day_ago,radiant_P4_kills_7day_ago,radiant_P4_deaths_7day_ago,radiant_P4_assists_7day_ago,radiant_P4_eloShift_7day_ago,radiant_P4_gpm_7day_ago,radiant_P4_xpm_7day_ago,radiant_P4_kda_7day_ago,radiant_P4_lastHits_7day_ago,radiant_P4_denies_7day_ago,radiant_P5_different_H_7day_ago,radiant_P5_winrate_7day_ago,radiant_P5_kills_7day_ago,radiant_P5_deaths_7day_ago,radiant_P5_assists_7day_ago,radiant_P5_eloShift_7day_ago,radiant_P5_gpm_7day_ago,radiant_P5_xpm_7day_ago,radiant_P5_kda_7day_ago,radiant_P5_lastHits_7day_ago,radiant_P5_denies_7day_ago,dire_P1_different_H_7day_ago,dire_P1_winrate_7day_ago,dire_P1_kills_7day_ago,dire_P1_deaths_7day_ago,dire_P1_assists_7day_ago,dire_P1_eloShift_7day_ago,dire_P1_gpm_7day_ago,dire_P1_xpm_7day_ago,dire_P1_kda_7day_ago,dire_P1_lastHits_7day_ago,dire_P1_denies_7day_ago,dire_P2_different_H_7day_ago,dire_P2_winrate_7day_ago,dire_P2_kills_7day_ago,dire_P2_deaths_7day_ago,dire_P2_assists_7day_ago,dire_P2_eloShift_7day_ago,dire_P2_gpm_7day_ago,dire_P2_xpm_7day_ago,dire_P2_kda_7day_ago,dire_P2_lastHits_7day_ago,dire_P2_denies_7day_ago,dire_P3_different_H_7day_ago,dire_P3_winrate_7day_ago,dire_P3_kills_7day_ago,dire_P3_deaths_7day_ago,dire_P3_assists_7day_ago,dire_P3_eloShift_7day_ago,dire_P3_gpm_7day_ago,dire_P3_xpm_7day_ago,dire_P3_kda_7day_ago,dire_P3_lastHits_7day_ago,dire_P3_denies_7day_ago,dire_P4_different_H_7day_ago,dire_P4_winrate_7day_ago,dire_P4_kills_7day_ago,dire_P4_deaths_7day_ago,dire_P4_assists_7day_ago,dire_P4_eloShift_7day_ago,dire_P4_gpm_7day_ago,dire_P4_xpm_7day_ago,dire_P4_kda_7day_ago,dire_P4_lastHits_7day_ago,dire_P4_denies_7day_ago,dire_P5_different_H_7day_ago,dire_P5_winrate_7day_ago,dire_P5_kills_7day_ago,dire_P5_deaths_7day_ago,dire_P5_assists_7day_ago,dire_P5_eloShift_7day_ago,dire_P5_gpm_7day_ago,dire_P5_xpm_7day_ago,dire_P5_kda_7day_ago,dire_P5_lastHits_7day_ago,dire_P5_denies_7day_ago,match_id
10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3888874291
11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3888974246
12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7619047619,1.8095238095238095,4.904761904761905,19.666666666666664,14.442961938932152,288.5238095238095,352.57142857142856,5.34347158218126,43.90476190476191,4.190476190476191,6,0.6944444444499999,7.916666666666667,6.583333333333333,11.277777777777777,8.997727219135342,575.4444444444445,590.4166666666666,3.910975135975136,281.27777777777777,11.083333333333334,7,0.6428571428571429,4.0,4.285714285714286,18.428571428571427,5.32793217122672,315.64285714285717,446.0,6.744047619047619,61.5,1.0714285714285714,6,0.5,5.138888888888889,4.416666666666667,11.416666666666666,-1.6472199648662904,428.75,487.5833333333333,4.016161616161616,176.2777777777778,3.9444444444444446,8,0.625,10.6875,6.25,9.9375,4.863934421015353,577.3125,566.8125,4.467708333333333,261.375,11.0625,3889008004
13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889067271
14,9,0.6851851851888888,3.259259259259259,4.37037037037037,12.61111111111111,2.0565245477151066,362.8518518518519,416.1111111111111,4.947712418300653,93.01851851851852,3.5185185185185186,10,0.65,7.35,3.25,8.15,-2.057092744161756,609.15,643.1,8.386904761904763,307.25,12.3,8,0.625,4.075,4.8375,10.225,-1.2886522875905078,443.625,509.225,4.488095238095238,185.8875,9.0625,9,0.6944444444444444,4.944444444444445,4.055555555555555,10.222222222222221,3.9346188473724704,551.0833333333334,546.3055555555555,6.197278338945005,249.94444444444446,14.333333333333334,7,0.7619047619,3.4523809523809526,5.928571428571429,11.619047619047619,5.928838820787192,302.1666666666667,350.2857142857143,3.215252416756176,37.023809523809526,2.9285714285714284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889095712
15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7619047619,1.8095238095238095,4.904761904761905,19.666666666666664,14.442961938932152,288.5238095238095,352.57142857142856,5.34347158218126,43.90476190476191,4.190476190476191,6,0.6944444444499999,7.916666666666667,6.583333333333333,11.277777777777777,8.997727219135342,575.4444444444445,590.4166666666666,3.910975135975136,281.27777777777777,11.083333333333334,7,0.6428571428571429,4.0,4.285714285714286,18.428571428571427,5.32793217122672,315.64285714285717,446.0,6.744047619047619,61.5,1.0714285714285714,6,0.5,5.138888888888889,4.416666666666667,11.416666666666666,-1.6472199648662904,428.75,487.5833333333333,4.016161616161616,176.2777777777778,3.9444444444444446,8,0.625,10.6875,6.25,9.9375,4.863934421015353,577.3125,566.8125,4.467708333333333,261.375,11.0625,3889125363
16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889172765
17,9,0.6851851851888888,3.259259259259259,4.37037037037037,12.61111111111111,2.0565245477151066,362.8518518518519,416.1111111111111,4.947712418300653,93.01851851851852,3.5185185185185186,10,0.65,7.35,3.25,8.15,-2.057092744161756,609.15,643.1,8.386904761904763,307.25,12.3,8,0.625,4.075,4.8375,10.225,-1.2886522875905078,443.625,509.225,4.488095238095238,185.8875,9.0625,9,0.6944444444444444,4.944444444444445,4.055555555555555,10.222222222222221,3.9346188473724704,551.0833333333334,546.3055555555555,6.197278338945005,249.94444444444446,14.333333333333334,7,0.7619047619,3.4523809523809526,5.928571428571429,11.619047619047619,5.928838820787192,302.1666666666667,350.2857142857143,3.215252416756176,37.023809523809526,2.9285714285714284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889219951
18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,11.5,6.0,11.0,1.8967686532689807,494.0,521.5,3.8198412698412696,206.16666666666666,10.166666666666666,4,0.75,5.25,9.5,14.75,7.230101986602316,310.75,381.0,2.11635101010101,55.25,2.25,4,0.75,4.5,8.5,20.25,7.230101986602314,331.25,434.75,3.4166666666666665,68.25,7.0,4,0.75,6.0,6.75,17.25,7.230101986602314,400.75,495.75,3.5357142857142856,134.5,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3889299301
19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.7619047619,1.8095238095238095,4.904761904761905,19.666666666666664,14.442961938932152,288.5238095238095,352.57142857142856,5.34347158218126,43.90476190476191,4.190476190476191,7,0.6428571428571429,4.0,4.285714285714286,18.428571428571427,5.32793217122672,315.64285714285717,446.0,6.744047619047619,61.5,1.0714285714285714,6,0.6944444444499999,7.916666666666667,6.583333333333333,11.277777777777777,8.997727219135342,575.4444444444445,590.4166666666666,3.910975135975136,281.27777777777777,11.083333333333334,6,0.5,5.138888888888889,4.416666666666667,11.416666666666666,-1.6472199648662904,428.75,487.5833333333333,4.016161616161616,176.2777777777778,3.9444444444444446,8,0.625,10.6875,6.25,9.9375,4.863934421015353,577.3125,566.8125,4.467708333333333,261.375,11.0625,3889323628
20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,11.5,6.0,11.0,1.8967686532689807,494.0,521.5,3.8198412698412696,206.16666666666666,10.166666666666666,4,0.75,5.25,9.5,14.75,7.230101986602316,310.75,381.0,2.11635101010101,55.25,2.25,4,0.75,4.5,8.5,20.25,7.230101986602314,331.25,434.75,3.4166666666666665,68.25,7.0,4,0.75,6.0,6.75,17.25,7.230101986602314,400.75,495.75,3.5357142857142856,134.5,7.0,3889421559
